timestamp,enmo
2025-10-30T00:00:00,0.082091
2025-10-30T00:01:00,0.042619
2025-10-30T00:02:00,0.061810
2025-10-30T00:03:00,0.050503
2025-10-30T00:04:00,0.055229
2025-10-30T00:05:00,0.046333
2025-10-30T00:06:00,0.024386
2025-10-30T00:07:00,0.106783
2025-10-30T00:08:00,0.087177
2025-10-30T00:09:00,0.049525
2025-10-30T00:10:00,0.087771
2025-10-30T00:11:00,0.050828
2025-10-30T00:12:00,0.058702
2025-10-30T00:13:00,0.090021
2025-10-30T00:14:00,0.075768
2025-10-30T00:15:00,0.071472
2025-10-30T00:16:00,0.064584
2025-10-30T00:17:00,0.050486
2025-10-30T00:18:00,0.037519
2025-10-30T00:19:00,0.027821
2025-10-30T00:20:00,0.094902
2025-10-30T00:21:00,0.073838
2025-10-30T00:22:00,0.094727
2025-10-30T00:23:00,0.029021
2025-10-30T00:24:00,0.093191
2025-10-30T00:25:00,0.046800
2025-10-30T00:26:00,0.098717
2025-10-30T00:27:00,0.099349
2025-10-30T00:28:00,0.049617
2025-10-30T00:29:00,0.038295
2025-10-30T00:30:00,0.081508
2025-10-30T00:31:00,0.023225
2025-10-30T00:32:00,0.045407
2025-10-30T00:33:00,0.060037
2025-10-30T00:34:00,0.088999
2025-10-30T00:35:00,0.027422
2025-10-30T00:36:00,0.103311
2025-10-30T00:37:00,0.052293
2025-10-30T00:38:00,0.091697
2025-10-30T00:39:00,0.022897
2025-10-30T00:40:00,0.031041
2025-10-30T00:41:00,0.065391
2025-10-30T00:42:00,0.060663
2025-10-30T00:43:00,0.067582
2025-10-30T00:44:00,0.014219
2025-10-30T00:45:00,0.046417
2025-10-30T00:46:00,0.095147
2025-10-30T00:47:00,0.061862
2025-10-30T00:48:00,0.092774
2025-10-30T00:49:00,0.038520
2025-10-30T00:50:00,0.079282
2025-10-30T00:51:00,0.044940
2025-10-30T00:52:00,0.032440
2025-10-30T00:53:00,0.060508
2025-10-30T00:54:00,0.028944
2025-10-30T00:55:00,0.095594
2025-10-30T00:56:00,0.084454
2025-10-30T00:57:00,0.034225
2025-10-30T00:58:00,0.022286
2025-10-30T00:59:00,0.089870
2025-10-30T01:00:00,0.082977
2025-10-30T01:01:00,0.074960
2025-10-30T01:02:00,0.099307
2025-10-30T01:03:00,0.056663
2025-10-30T01:04:00,0.092260
2025-10-30T01:05:00,0.054037
2025-10-30T01:06:00,0.068063
2025-10-30T01:07:00,0.033057
2025-10-30T01:08:00,0.080944
2025-10-30T01:09:00,0.076028
2025-10-30T01:10:00,0.039507
2025-10-30T01:11:00,0.026204
2025-10-30T01:12:00,0.039974
2025-10-30T01:13:00,0.045654
2025-10-30T01:14:00,0.066025
2025-10-30T01:15:00,0.092586
2025-10-30T01:16:00,0.096591
2025-10-30T01:17:00,0.103431
2025-10-30T01:18:00,0.093068
2025-10-30T01:19:00,0.107735
2025-10-30T01:20:00,0.099047
2025-10-30T01:21:00,0.103259
2025-10-30T01:22:00,0.050092
2025-10-30T01:23:00,0.034040
2025-10-30T01:24:00,0.012201
2025-10-30T01:25:00,0.050966
2025-10-30T01:26:00,0.040903
2025-10-30T01:27:00,0.066130
2025-10-30T01:28:00,0.034254
2025-10-30T01:29:00,0.030684
2025-10-30T01:30:00,0.057604
2025-10-30T01:31:00,0.045762
2025-10-30T01:32:00,0.088304
2025-10-30T01:33:00,0.059698
2025-10-30T01:34:00,0.028831
2025-10-30T01:35:00,0.082100
2025-10-30T01:36:00,0.076428
2025-10-30T01:37:00,0.106850
2025-10-30T01:38:00,0.052484
2025-10-30T01:39:00,0.099415
2025-10-30T01:40:00,0.077328
2025-10-30T01:41:00,0.038652
2025-10-30T01:42:00,0.013403
2025-10-30T01:43:00,0.077672
2025-10-30T01:44:00,0.041330
2025-10-30T01:45:00,0.050076
2025-10-30T01:46:00,0.084326
2025-10-30T01:47:00,0.040385
2025-10-30T01:48:00,0.061568
2025-10-30T01:49:00,0.063281
2025-10-30T01:50:00,0.060906
2025-10-30T01:51:00,0.033327
2025-10-30T01:52:00,0.044701
2025-10-30T01:53:00,0.069236
2025-10-30T01:54:00,0.063169
2025-10-30T01:55:00,0.091921
2025-10-30T01:56:00,0.081462
